country	sex	year	BMI
Djibouti	female	1995	23.19854
Dominica	female	1995	27.1092
Dominican Rep.	female	1995	24.69881
Ecuador	female	1995	26.00809
Egypt	female	1995	27.91628
El Salvador	female	1995	25.69331
Equatorial Guinea	female	1995	21.49731
Eritrea	female	1995	19.87757
Estonia	female	1995	24.72344
Ethiopia	female	1995	19.56716
Fiji	female	1995	26.52898
Finland	female	1995	25.26985
France	female	1995	24.51697
French Polynesia	female	1995	29.40362
Gabon	female	1995	23.71741
Gambia	female	1995	22.3403
Georgia	female	1995	25.48309
Germany	female	1995	25.35103
Ghana	female	1995	22.39609
Greece	female	1995	24.50314
Greenland	female	1995	26.29168
Grenada	female	1995	25.80682
Guatemala	female	1995	24.90045
Guinea	female	1995	21.36783
Guinea-Bissau	female	1995	21.91092
Guyana	female	1995	24.83792
Haiti	female	1995	21.88019
Honduras	female	1995	25.01803
Hong Kong, China	female	1995	23.05497
Hungary	female	1995	25.42944
Iceland	female	1995	25.05366
India	female	1995	20.72626
Indonesia	female	1995	21.65178
Iran	female	1995	24.9448
Iraq	female	1995	27.11444
Ireland	female	1995	25.52618
Israel	female	1995	25.97347
Italy	female	1995	24.79927
Jamaica	female	1995	25.93828
Japan	female	1995	21.83871
Jordan	female	1995	28.84813
Kazakhstan	female	1995	25.73352
Kenya	female	1995	22.06846
Kiribati	female	1995	28.34052
Korea, Dem. Rep.	female	1995	21.84261
Korea, Rep.	female	1995	23.08259
Kuwait	female	1995	29.37901
Kyrgyzstan	female	1995	25.25526
Laos	female	1995	20.7114
Latvia	female	1995	25.09488
Lebanon	female	1995	25.99505
Lesotho	female	1995	25.88601
Liberia	female	1995	22.07112
Libya	female	1995	27.85135
Lithuania	female	1995	25.76637
Luxembourg	female	1995	25.2831
Macao, China	female	1995	24.4719
Macedonia, FYR	female	1995	25.06356
Madagascar	female	1995	20.52204
Malawi	female	1995	21.49245
Malaysia	female	1995	24.00876
Maldives	female	1995	24.40311
Mali	female	1995	20.82255
Malta	female	1995	26.45139
Marshall Islands	female	1995	28.7904
Mauritania	female	1995	24.47052
Mauritius	female	1995	24.85117
Mexico	female	1995	26.98975
Micronesia, Fed. Sts.	female	1995	28.93357
Moldova	female	1995	26.69017
Mongolia	female	1995	24.91348
Montenegro	female	1995	25.37074
Morocco	female	1995	25.00936
Mozambique	female	1995	21.5569
Myanmar	female	1995	20.78351
Namibia	female	1995	23.59629
Nauru	female	1995	32.12212
Nepal	female	1995	19.57614
Netherlands	female	1995	24.64407
Netherlands Antilles	female	1995	28.10681
New Zealand	female	1995	25.89278
Nicaragua	female	1995	25.85981
Niger	female	1995	20.88375
Nigeria	female	1995	22.76451
Norway	female	1995	24.725
Oman	female	1995	26.06894
Pakistan	female	1995	22.69937
Palau	female	1995	29.04822
Panama	female	1995	25.81543
Papua New Guinea	female	1995	23.6723
Paraguay	female	1995	24.72598
Peru	female	1995	25.57455
Philippines	female	1995	22.44744
Poland	female	1995	25.5488
Portugal	female	1995	25.57105
Puerto Rico	female	1995	28.099
Qatar	female	1995	27.57854
Romania	female	1995	24.95871
Russia	female	1995	26.45395
Rwanda	female	1995	21.14298
Saint Kitts and Nevis	female	1995	28.56751
Saint Lucia	female	1995	25.81483
Saint Vincent and the Grenadines	female	1995	25.80975
Samoa	female	1995	30.37133
Sao Tome and Principe	female	1995	23.07944
Saudi Arabia	female	1995	27.89137
Senegal	female	1995	22.76016
Serbia	female	1995	25.59045
Seychelles	female	1995	26.4504
Sierra Leone	female	1995	22.48895
Singapore	female	1995	23.45214
Slovak Republic	female	1995	26.03857
Slovenia	female	1995	26.1388
Solomon Islands	female	1995	26.63016
Somalia	female	1995	21.7105
South Africa	female	1995	27.7295
Spain	female	1995	25.7507
Sri Lanka	female	1995	22.14293
Sudan	female	1995	21.8208
Suriname	female	1995	26.01486
Swaziland	female	1995	27.05167
Sweden	female	1995	24.78171
Switzerland	female	1995	24.00887
Syria	female	1995	27.28469
Taiwan	female	1995	22.96066
Tajikistan	female	1995	23.83165
Tanzania	female	1995	21.98833
Thailand	female	1995	23.25901
Timor-Leste	female	1995	20.77678
Togo	female	1995	21.34911
Tonga	female	1995	31.20135
Trinidad and Tobago	female	1995	26.81242
Tunisia	female	1995	26.31959
Turkey	female	1995	27.44774
Turkmenistan	female	1995	24.06687
Uganda	female	1995	21.34561
Ukraine	female	1995	25.99308
United Arab Emirates	female	1995	28.27382
United Kingdom	female	1995	25.74528
United States	female	1995	26.9224
Uruguay	female	1995	24.97143
Uzbekistan	female	1995	24.63782
Vanuatu	female	1995	25.82755
Venezuela	female	1995	26.45717
Vietnam	female	1995	19.77448
West Bank and Gaza	female	1995	27.18151
Yemen, Rep.	female	1995	24.84297
Zambia	female	1995	22.04079
Zimbabwe	female	1995	24.68543
Afghanistan	female	1996	20.55575
Albania	female	1996	24.96643
Algeria	female	1996	25.15
Andorra	female	1996	25.96645
Angola	female	1996	21.36478
Antigua and Barbuda	female	1996	26.2935
Argentina	female	1996	25.83772
Armenia	female	1996	25.90632
Australia	female	1996	25.5976
Austria	female	1996	24.57773
Azerbaijan	female	1996	26.3454
Bahamas	female	1996	27.69779
Bahrain	female	1996	27.08035
Bangladesh	female	1996	19.0933
Barbados	female	1996	27.90969
Belarus	female	1996	25.93389
Belgium	female	1996	25.06855
Belize	female	1996	27.92163
Benin	female	1996	22.50528
Bermuda	female	1996	29.34076
Bhutan	female	1996	21.52842
Bolivia	female	1996	25.28814
Bosnia and Herzegovina	female	1996	25.28831
Botswana	female	1996	24.98168
Brazil	female	1996	24.92815
British Virgin Islands	female	1996	27.27571
Brunei	female	1996	22.93759
Bulgaria	female	1996	25.29274
Burkina Faso	female	1996	20.67019
Burundi	female	1996	20.44702
Cambodia	female	1996	20.55375
Cameroon	female	1996	23.12848
Canada	female	1996	25.68735
Cape Verde	female	1996	23.04963
Central African Rep.	female	1996	20.94705
Chad	female	1996	20.53392
Chile	female	1996	26.2099
China	female	1996	22.37993
Colombia	female	1996	25.4035
Comoros	female	1996	21.87054
Congo, Dem. Rep.	female	1996	20.6667
Congo, Rep.	female	1996	21.59139
Cook Islands	female	1996	30.86255
Costa Rica	female	1996	25.52029
Cote d'Ivoire	female	1996	22.50263
Croatia	female	1996	24.55297
Cuba	female	1996	25.09156
Cyprus	female	1996	25.24982
Czech Rep.	female	1996	26.45455
Denmark	female	1996	24.39996
Djibouti	female	1996	23.27071
Dominica	female	1996	27.24627
Dominican Rep.	female	1996	24.86623
Ecuador	female	1996	26.09707
Egypt	female	1996	28.095580000000002
El Salvador	female	1996	25.86083
Equatorial Guinea	female	1996	21.65067
Eritrea	female	1996	19.99555
Estonia	female	1996	24.70892
Ethiopia	female	1996	19.65104
Fiji	female	1996	26.74471
Finland	female	1996	25.27653
France	female	1996	24.54057
French Polynesia	female	1996	29.61634
Gabon	female	1996	23.89582
Gambia	female	1996	22.49764
Georgia	female	1996	25.45346
Germany	female	1996	25.39147
Ghana	female	1996	22.54765
Greece	female	1996	24.53248
Greenland	female	1996	26.32197
Grenada	female	1996	25.91009
Guatemala	female	1996	25.05412
Guinea	female	1996	21.44557
Guinea-Bissau	female	1996	22.00961
Guyana	female	1996	25.00096
Haiti	female	1996	21.97794
Honduras	female	1996	25.1578
Hong Kong, China	female	1996	23.13648
Hungary	female	1996	25.41035
Iceland	female	1996	25.09346
India	female	1996	20.76592
Indonesia	female	1996	21.78945
Iran	female	1996	25.10716
Iraq	female	1996	27.18846
Ireland	female	1996	25.60597
Israel	female	1996	26.08817
Italy	female	1996	24.78413
Jamaica	female	1996	26.05993
Japan	female	1996	21.8704
Jordan	female	1996	28.90162
Kazakhstan	female	1996	25.72117
Kenya	female	1996	22.14283
Kiribati	female	1996	28.56792
Korea, Dem. Rep.	female	1996	21.74137
Korea, Rep.	female	1996	23.1327
Kuwait	female	1996	29.55505
Kyrgyzstan	female	1996	25.20284
Laos	female	1996	20.80003
Latvia	female	1996	25.06418
Lebanon	female	1996	26.15623
Lesotho	female	1996	25.9484
Liberia	female	1996	22.11328
Libya	female	1996	27.93468
Lithuania	female	1996	25.69312
Luxembourg	female	1996	25.3558
Macao, China	female	1996	24.50354
Macedonia, FYR	female	1996	25.04531
Madagascar	female	1996	20.53149
Malawi	female	1996	21.58761
Malaysia	female	1996	24.16197
Maldives	female	1996	24.55544
Mali	female	1996	20.95922
Malta	female	1996	26.51973
Marshall Islands	female	1996	28.97939
Mauritania	female	1996	24.5976
Mauritius	female	1996	24.96115
Mexico	female	1996	27.12237
Micronesia, Fed. Sts.	female	1996	29.13364
Moldova	female	1996	26.58236
Mongolia	female	1996	24.93227
Montenegro	female	1996	25.3582
Morocco	female	1996	25.0997
Mozambique	female	1996	21.66066
Myanmar	female	1996	20.87477
Namibia	female	1996	23.68042
Nauru	female	1996	32.31914
Nepal	female	1996	19.64958
Netherlands	female	1996	24.72222
Netherlands Antilles	female	1996	28.23234
New Zealand	female	1996	26.01873
Nicaragua	female	1996	25.9864
Niger	female	1996	20.94504
Nigeria	female	1996	22.83816
Norway	female	1996	24.80737
Oman	female	1996	26.12226
Pakistan	female	1996	22.75825
Palau	female	1996	29.27975
Panama	female	1996	25.9474
Papua New Guinea	female	1996	23.85023
Paraguay	female	1996	24.80799
Peru	female	1996	25.61391
Philippines	female	1996	22.54578
Poland	female	1996	25.55492
Portugal	female	1996	25.63611
Puerto Rico	female	1996	28.27554
Qatar	female	1996	27.65266
Romania	female	1996	24.93579
Russia	female	1996	26.42777
Rwanda	female	1996	21.17848
Saint Kitts and Nevis	female	1996	28.73116
Saint Lucia	female	1996	25.93798
Saint Vincent and the Grenadines	female	1996	25.92007
Samoa	female	1996	30.60247
Sao Tome and Principe	female	1996	23.18855
Saudi Arabia	female	1996	28.01927
Senegal	female	1996	22.85871
Serbia	female	1996	25.55097
Seychelles	female	1996	26.58276
Sierra Leone	female	1996	22.56878
Singapore	female	1996	23.45037
Slovak Republic	female	1996	26.04047
Slovenia	female	1996	26.16163
Solomon Islands	female	1996	26.84269
Somalia	female	1996	21.77488
South Africa	female	1996	27.80927
Spain	female	1996	25.79656
Sri Lanka	female	1996	22.22727
Sudan	female	1996	21.91783
Suriname	female	1996	26.1414
Swaziland	female	1996	27.12833
Sweden	female	1996	24.80505
Switzerland	female	1996	24.01678
Syria	female	1996	27.42348
Taiwan	female	1996	22.98278
Tajikistan	female	1996	23.67826
Tanzania	female	1996	22.05213
Thailand	female	1996	23.40458
Timor-Leste	female	1996	20.8778
Togo	female	1996	21.4504
Tonga	female	1996	31.45909
Trinidad and Tobago	female	1996	26.88066
Tunisia	female	1996	26.44261
Turkey	female	1996	27.52994
Turkmenistan	female	1996	24.01099
Uganda	female	1996	21.44876
Ukraine	female	1996	25.89025
United Arab Emirates	female	1996	28.35871
United Kingdom	female	1996	25.84873
United States	female	1996	27.0375
Uruguay	female	1996	25.12197
Uzbekistan	female	1996	24.66444
Vanuatu	female	1996	26.02301
Venezuela	female	1996	26.59037
Vietnam	female	1996	19.88533
West Bank and Gaza	female	1996	27.42813
Yemen, Rep.	female	1996	24.92812
Zambia	female	1996	22.08613
Zimbabwe	female	1996	24.66938
Afghanistan	female	1997	20.56759
Albania	female	1997	24.96754
Algeria	female	1997	25.22635
Andorra	female	1997	25.99661
Angola	female	1997	21.47863
Antigua and Barbuda	female	1997	26.3716
Argentina	female	1997	25.99866
Armenia	female	1997	25.93358
Australia	female	1997	25.7167
Austria	female	1997	24.61332
Azerbaijan	female	1997	26.29662
Bahamas	female	1997	27.81346
Bahrain	female	1997	27.21855
Bangladesh	female	1997	19.16698
Barbados	female	1997	28.02433
Belarus	female	1997	25.94835
Belgium	female	1997	25.08863
Belize	female	1997	28.07119
Benin	female	1997	22.6109
Bermuda	female	1997	29.42203
Bhutan	female	1997	21.63177
Bolivia	female	1997	25.44229
Bosnia and Herzegovina	female	1997	25.42644
Botswana	female	1997	25.06994
Brazil	female	1997	24.99343
British Virgin Islands	female	1997	27.50663
Brunei	female	1997	22.96949
Bulgaria	female	1997	25.23099
Burkina Faso	female	1997	20.73129
Burundi	female	1997	20.4911
Cambodia	female	1997	20.61301
Cameroon	female	1997	23.23849
Canada	female	1997	25.79637
Cape Verde	female	1997	23.2206
Central African Rep.	female	1997	21.04252
Chad	female	1997	20.64782
Chile	female	1997	26.38454
China	female	1997	22.43812
Colombia	female	1997	25.51138
Comoros	female	1997	21.91443
Congo, Dem. Rep.	female	1997	20.68731
Congo, Rep.	female	1997	21.68085
Cook Islands	female	1997	31.08613
Costa Rica	female	1997	25.66899
Cote d'Ivoire	female	1997	22.6079
Croatia	female	1997	24.55187
Cuba	female	1997	25.1423
Cyprus	female	1997	25.3215
Czech Rep.	female	1997	26.45674
Denmark	female	1997	24.47449
Djibouti	female	1997	23.33524
Dominica	female	1997	27.37954
Dominican Rep.	female	1997	25.04256
Ecuador	female	1997	26.1944
Egypt	female	1997	28.27913
El Salvador	female	1997	26.03133
Equatorial Guinea	female	1997	21.87742
Eritrea	female	1997	20.11762
Estonia	female	1997	24.70662
Ethiopia	female	1997	19.73613
Fiji	female	1997	26.95052
Finland	female	1997	25.29758
France	female	1997	24.56626
French Polynesia	female	1997	29.82657
Gabon	female	1997	24.07538
Gambia	female	1997	22.66777
Georgia	female	1997	25.46192
Germany	female	1997	25.42401
Ghana	female	1997	22.69738
Greece	female	1997	24.56323
Greenland	female	1997	26.35991
Grenada	female	1997	25.99494
Guatemala	female	1997	25.20292
Guinea	female	1997	21.51949
Guinea-Bissau	female	1997	22.10954
Guyana	female	1997	25.18308
Haiti	female	1997	22.08731
Honduras	female	1997	25.30661
Hong Kong, China	female	1997	23.20215
Hungary	female	1997	25.41105
Iceland	female	1997	25.14811
India	female	1997	20.80153
Indonesia	female	1997	21.91282
Iran	female	1997	25.27364
Iraq	female	1997	27.25372
Ireland	female	1997	25.71555
Israel	female	1997	26.1943
Italy	female	1997	24.7704
Jamaica	female	1997	26.16098
Japan	female	1997	21.89343
Jordan	female	1997	28.95081
Kazakhstan	female	1997	25.72692
Kenya	female	1997	22.21973
Kiribati	female	1997	28.80795
Korea, Dem. Rep.	female	1997	21.64485
Korea, Rep.	female	1997	23.21162
Kuwait	female	1997	29.7095
Kyrgyzstan	female	1997	25.18396
Laos	female	1997	20.88877
Latvia	female	1997	25.04227
Lebanon	female	1997	26.35192
Lesotho	female	1997	26.0147
Liberia	female	1997	22.19689
Libya	female	1997	28.02291
Lithuania	female	1997	25.64674
Luxembourg	female	1997	25.43275
Macao, China	female	1997	24.52756
Macedonia, FYR	female	1997	25.038
Madagascar	female	1997	20.55008
Malawi	female	1997	21.69312
Malaysia	female	1997	24.30342
Maldives	female	1997	24.70953
Mali	female	1997	21.09652
Malta	female	1997	26.58428
Marshall Islands	female	1997	29.17469
Mauritania	female	1997	24.72215
Mauritius	female	1997	25.06106
Mexico	female	1997	27.25841
Micronesia, Fed. Sts.	female	1997	29.3191
Moldova	female	1997	26.50634
Mongolia	female	1997	24.9603
Montenegro	female	1997	25.36535
Morocco	female	1997	25.19117
Mozambique	female	1997	21.77595
Myanmar	female	1997	20.97523
Namibia	female	1997	23.79157
Nauru	female	1997	32.51595
Nepal	female	1997	19.73039
Netherlands	female	1997	24.78646
Netherlands Antilles	female	1997	28.3469
New Zealand	female	1997	26.14364
Nicaragua	female	1997	26.1071
Niger	female	1997	21.03958
Nigeria	female	1997	22.91135
Norway	female	1997	24.88982
Oman	female	1997	26.17082
Pakistan	female	1997	22.81711
Palau	female	1997	29.50606
Panama	female	1997	26.0799
Papua New Guinea	female	1997	24.02811
Paraguay	female	1997	24.88804
Peru	female	1997	25.66507
Philippines	female	1997	22.63845
Poland	female	1997	25.57273
Portugal	female	1997	25.68311
Puerto Rico	female	1997	28.45336
Qatar	female	1997	27.74898
Romania	female	1997	24.9055
Russia	female	1997	26.42657
Rwanda	female	1997	21.21248
Saint Kitts and Nevis	female	1997	28.8941
Saint Lucia	female	1997	26.05579
Saint Vincent and the Grenadines	female	1997	26.03182
Samoa	female	1997	30.83313
Sao Tome and Principe	female	1997	23.29456
Saudi Arabia	female	1997	28.1494
Senegal	female	1997	22.96298
Serbia	female	1997	25.5352
Seychelles	female	1997	26.71304
Sierra Leone	female	1997	22.63204
Singapore	female	1997	23.43784
Slovak Republic	female	1997	26.06093
Slovenia	female	1997	26.1798
Solomon Islands	female	1997	27.05873
Somalia	female	1997	21.83881
South Africa	female	1997	27.901
Spain	female	1997	25.83956
Sri Lanka	female	1997	22.31319
Sudan	female	1997	22.02092
Suriname	female	1997	26.27687
Swaziland	female	1997	27.20886
Sweden	female	1997	24.84215
Switzerland	female	1997	24.02124
Syria	female	1997	27.55998
Taiwan	female	1997	23.01592
Tajikistan	female	1997	23.55934
Tanzania	female	1997	22.12842
Thailand	female	1997	23.53154
Timor-Leste	female	1997	20.97987
Togo	female	1997	21.55408
Tonga	female	1997	31.69995
Trinidad and Tobago	female	1997	26.96215
Tunisia	female	1997	26.58209
Turkey	female	1997	27.60051
Turkmenistan	female	1997	23.95853
Uganda	female	1997	21.55421
Ukraine	female	1997	25.80039
United Arab Emirates	female	1997	28.43628
United Kingdom	female	1997	25.94952
United States	female	1997	27.1572
Uruguay	female	1997	25.26683
Uzbekistan	female	1997	24.66794
Vanuatu	female	1997	26.23189
Venezuela	female	1997	26.71774
Vietnam	female	1997	19.98638
West Bank and Gaza	female	1997	27.67912
Yemen, Rep.	female	1997	25.02229
Zambia	female	1997	22.13393
Zimbabwe	female	1997	24.66173
Afghanistan	female	1998	20.59306
Albania	female	1998	25.0022
Algeria	female	1998	25.3097
Andorra	female	1998	26.03351
Angola	female	1998	21.60939
Antigua and Barbuda	female	1998	26.4472
Argentina	female	1998	26.16254
Armenia	female	1998	25.98351
Australia	female	1998	25.8251
Austria	female	1998	24.66039
Azerbaijan	female	1998	26.2755
Bahamas	female	1998	27.92349
Bahrain	female	1998	27.3667
Bangladesh	female	1998	19.25592
Barbados	female	1998	28.10663
Belarus	female	1998	25.96808
Belgium	female	1998	25.09721
Belize	female	1998	28.22288
Benin	female	1998	22.71329
Bermuda	female	1998	29.50316
Bhutan	female	1998	21.73586
Bolivia	female	1998	25.58123
Bosnia and Herzegovina	female	1998	25.55583
Botswana	female	1998	25.15137
Brazil	female	1998	25.05794
British Virgin Islands	female	1998	27.70998
Brunei	female	1998	22.99603
Bulgaria	female	1998	25.2093
Burkina Faso	female	1998	20.79543
Burundi	female	1998	20.53734
Cambodia	female	1998	20.67523
Cameroon	female	1998	23.36805
Canada	female	1998	25.91079
Cape Verde	female	1998	23.37736
Central African Rep.	female	1998	21.14819
Chad	female	1998	20.76043
Chile	female	1998	26.55244
China	female	1998	22.49949
Colombia	female	1998	25.608
Comoros	female	1998	21.94603
Congo, Dem. Rep.	female	1998	20.72047
Congo, Rep.	female	1998	21.77958
Cook Islands	female	1998	31.31149
Costa Rica	female	1998	25.81207
Cote d'Ivoire	female	1998	22.71985
Croatia	female	1998	24.56338
Cuba	female	1998	25.20769
Cyprus	female	1998	25.39555
Czech Rep.	female	1998	26.46605
Denmark	female	1998	24.5407
Djibouti	female	1998	23.4057
Dominica	female	1998	27.51322
Dominican Rep.	female	1998	25.22387
Ecuador	female	1998	26.27697
Egypt	female	1998	28.46474
El Salvador	female	1998	26.20243
Equatorial Guinea	female	1998	22.10901
Eritrea	female	1998	20.23286
Estonia	female	1998	24.728
Ethiopia	female	1998	19.81617
Fiji	female	1998	27.1409
Finland	female	1998	25.31869
France	female	1998	24.59732
French Polynesia	female	1998	30.0442
Gabon	female	1998	24.26376
Gambia	female	1998	22.8482
Georgia	female	1998	25.49816
Germany	female	1998	25.4601
Ghana	female	1998	22.85303
Greece	female	1998	24.58858
Greenland	female	1998	26.39041
Grenada	female	1998	26.08856
Guatemala	female	1998	25.35308
Guinea	female	1998	21.60001
Guinea-Bissau	female	1998	22.15294
Guyana	female	1998	25.34085
Haiti	female	1998	22.20486
Honduras	female	1998	25.44737
Hong Kong, China	female	1998	23.23912
Hungary	female	1998	25.42573
Iceland	female	1998	25.22789
India	female	1998	20.84703
Indonesia	female	1998	22.01232
Iran	female	1998	25.44013
Iraq	female	1998	27.35886
Ireland	female	1998	25.81624
Israel	female	1998	26.3075
Italy	female	1998	24.76559
Jamaica	female	1998	26.26252
Japan	female	1998	21.90258
Jordan	female	1998	28.99436
Kazakhstan	female	1998	25.69982
Kenya	female	1998	22.29126
Kiribati	female	1998	29.07253
Korea, Dem. Rep.	female	1998	21.55317
Korea, Rep.	female	1998	23.18315
Kuwait	female	1998	29.86438
Kyrgyzstan	female	1998	25.17476
Laos	female	1998	20.97517
Latvia	female	1998	25.0255
Lebanon	female	1998	26.52837
Lesotho	female	1998	26.07952
Liberia	female	1998	22.27854
Libya	female	1998	28.11017
Lithuania	female	1998	25.63621
Luxembourg	female	1998	25.50031
Macao, China	female	1998	24.5461
Macedonia, FYR	female	1998	25.07411
Madagascar	female	1998	20.57077
Malawi	female	1998	21.80685
Malaysia	female	1998	24.43246
Maldives	female	1998	24.8823
Mali	female	1998	21.24946
Malta	female	1998	26.66763
Marshall Islands	female	1998	29.34631
Mauritania	female	1998	24.84888
Mauritius	female	1998	25.16366
Mexico	female	1998	27.39971
Micronesia, Fed. Sts.	female	1998	29.50585
Moldova	female	1998	26.45275
Mongolia	female	1998	24.99614
Montenegro	female	1998	25.37268
Morocco	female	1998	25.28935
Mozambique	female	1998	21.89939
Myanmar	female	1998	21.07636
Namibia	female	1998	23.90315
Nauru	female	1998	32.72564
Nepal	female	1998	19.81407
Netherlands	female	1998	24.85621
Netherlands Antilles	female	1998	28.46862
New Zealand	female	1998	26.26226
Nicaragua	female	1998	26.24303
Niger	female	1998	21.12033
Nigeria	female	1998	22.98172
Norway	female	1998	24.98983
Oman	female	1998	26.23057
Pakistan	female	1998	22.8656
Palau	female	1998	29.72713
Panama	female	1998	26.23299
Papua New Guinea	female	1998	24.20867
Paraguay	female	1998	24.98008
Peru	female	1998	25.70172
Philippines	female	1998	22.71136
Poland	female	1998	25.59855
Portugal	female	1998	25.74672
Puerto Rico	female	1998	28.63231
Qatar	female	1998	27.85787
Romania	female	1998	24.88515
Russia	female	1998	26.42721
Rwanda	female	1998	21.26197
Saint Kitts and Nevis	female	1998	29.03487
Saint Lucia	female	1998	26.1752
Saint Vincent and the Grenadines	female	1998	26.14978
Samoa	female	1998	31.07135
Sao Tome and Principe	female	1998	23.40521
Saudi Arabia	female	1998	28.28052
Senegal	female	1998	23.06738
Serbia	female	1998	25.52078
Seychelles	female	1998	26.84224
Sierra Leone	female	1998	22.69032
Singapore	female	1998	23.40915
Slovak Republic	female	1998	26.10104
Slovenia	female	1998	26.2048
Solomon Islands	female	1998	27.26266
Somalia	female	1998	21.9034
South Africa	female	1998	28.00366
Spain	female	1998	25.88586
Sri Lanka	female	1998	22.40078
Sudan	female	1998	22.12211
Suriname	female	1998	26.41249
Swaziland	female	1998	27.29209
Sweden	female	1998	24.8763
Switzerland	female	1998	24.02492
Syria	female	1998	27.70366
Taiwan	female	1998	23.03045
Tajikistan	female	1998	23.46529
Tanzania	female	1998	22.2097
Thailand	female	1998	23.64316
Timor-Leste	female	1998	21.07445
Togo	female	1998	21.6565
Tonga	female	1998	31.9265
Trinidad and Tobago	female	1998	27.0528
Tunisia	female	1998	26.72976
Turkey	female	1998	27.67073
Turkmenistan	female	1998	23.91897
Uganda	female	1998	21.65003
Ukraine	female	1998	25.7314
United Arab Emirates	female	1998	28.55856
United Kingdom	female	1998	26.04969
United States	female	1998	27.27785
Uruguay	female	1998	25.41511
Uzbekistan	female	1998	24.69126
Vanuatu	female	1998	26.44679
Venezuela	female	1998	26.85418
Vietnam	female	1998	20.09229
West Bank and Gaza	female	1998	27.91472
Yemen, Rep.	female	1998	25.12083
Zambia	female	1998	22.17997
Zimbabwe	female	1998	24.6552
Afghanistan	female	1999	20.61717
Albania	female	1999	25.06254
Algeria	female	1999	25.40139
Andorra	female	1999	26.07432
Angola	female	1999	21.76054
Antigua and Barbuda	female	1999	26.528
Argentina	female	1999	26.3257
Armenia	female	1999	26.05108
Australia	female	1999	25.93521
Austria	female	1999	24.71124
Azerbaijan	female	1999	26.29307
Bahamas	female	1999	28.04877
Bahrain	female	1999	27.52086
Bangladesh	female	1999	19.36185
Barbados	female	1999	28.2376
Belarus	female	1999	25.98476
Belgium	female	1999	25.10398
Belize	female	1999	28.37027
Benin	female	1999	22.8157
Bermuda	female	1999	29.5513
Bhutan	female	1999	21.84031
Bolivia	female	1999	25.72135
Bosnia and Herzegovina	female	1999	25.68052
Botswana	female	1999	25.23366
Brazil	female	1999	25.12756
British Virgin Islands	female	1999	27.89161
Brunei	female	1999	22.98059
Bulgaria	female	1999	25.2039
Burkina Faso	female	1999	20.87512
Burundi	female	1999	20.60738
Cambodia	female	1999	20.76358
Cameroon	female	1999	23.50664
Canada	female	1999	26.01716
Cape Verde	female	1999	23.55057
Central African Rep.	female	1999	21.26699
Chad	female	1999	20.87342
Chile	female	1999	26.70035
China	female	1999	22.54523
Colombia	female	1999	25.68912
Comoros	female	1999	21.97908
Congo, Dem. Rep.	female	1999	20.75519
Congo, Rep.	female	1999	21.88073
Cook Islands	female	1999	31.55542
Costa Rica	female	1999	25.94772
Cote d'Ivoire	female	1999	22.83242
Croatia	female	1999	24.5901
Cuba	female	1999	25.3054
Cyprus	female	1999	25.46393
Czech Rep.	female	1999	26.45971
Denmark	female	1999	24.59536
Djibouti	female	1999	23.4863
Dominica	female	1999	27.65704
Dominican Rep.	female	1999	25.40646
Ecuador	female	1999	26.351680000000002
Egypt	female	1999	28.65712
El Salvador	female	1999	26.36937
Equatorial Guinea	female	1999	22.37173
Eritrea	female	1999	20.34381
Estonia	female	1999	24.77032
Ethiopia	female	1999	19.90667
Fiji	female	1999	27.35674
Finland	female	1999	25.34276
France	female	1999	24.62642
French Polynesia	female	1999	30.22282
Gabon	female	1999	24.43896
Gambia	female	1999	23.04659
Georgia	female	1999	25.54228
Germany	female	1999	25.48559
Ghana	female	1999	23.00865
Greece	female	1999	24.62485
Greenland	female	1999	26.42237
Grenada	female	1999	26.19033
Guatemala	female	1999	25.50237
Guinea	female	1999	21.68763
Guinea-Bissau	female	1999	22.21341
Guyana	female	1999	25.49595
Haiti	female	1999	22.32548
Honduras	female	1999	25.58086
Hong Kong, China	female	1999	23.2796
Hungary	female	1999	25.44232
Iceland	female	1999	25.30568
India	female	1999	20.90196
Indonesia	female	1999	22.11043
Iran	female	1999	25.61132
Iraq	female	1999	27.50665
Ireland	female	1999	25.91734
Israel	female	1999	26.41591
Italy	female	1999	24.7621
Jamaica	female	1999	26.36306
Japan	female	1999	21.90718
Jordan	female	1999	29.01994
Kazakhstan	female	1999	25.66748
Kenya	female	1999	22.38023
Kiribati	female	1999	29.33338
Korea, Dem. Rep.	female	1999	21.47626
Korea, Rep.	female	1999	23.17717
Kuwait	female	1999	30.00081
Kyrgyzstan	female	1999	25.18647
Laos	female	1999	21.0671
Latvia	female	1999	25.0277
Lebanon	female	1999	26.69463
Lesotho	female	1999	26.13961
Liberia	female	1999	22.36807
Libya	female	1999	28.19779
Lithuania	female	1999	25.64072
Luxembourg	female	1999	25.56788
Macao, China	female	1999	24.54499
Macedonia, FYR	female	1999	25.09551
Madagascar	female	1999	20.59504
Malawi	female	1999	21.92383
Malaysia	female	1999	24.56597
Maldives	female	1999	25.0735
Mali	female	1999	21.40307
Malta	female	1999	26.74443
Marshall Islands	female	1999	29.5393
Mauritania	female	1999	24.99963
Mauritius	female	1999	25.26144
Mexico	female	1999	27.54598
Micronesia, Fed. Sts.	female	1999	29.68657
Moldova	female	1999	26.40681
Mongolia	female	1999	25.03476
Montenegro	female	1999	25.36997
Morocco	female	1999	25.3844
